File Name,Audit Company,Project Name,Audit Report Link,Code Repository
QuillAudits-Yearn Finance-Yearn Strategy SSB,QuillAudits,Yearn Finance-Yearn Strategy SSB,https://github.com/mixbytes/audits_public/blob/master/Yearn Finance/Yearn Strategy SSB/Yearn Strategy SSB Security Audit Report.pdf,https://github.com/tonkers-kuma/strategy-ssb/blob/e49d07a64ea0eb4f5a199c2bf9ea4c8aee2b313f/contracts/Strategy.sol
*/*/*/*/Trail_of_Bits-CompliFi,QuillAudits,Yearn Finance-Yearn Vaults V3,https://github.com/mixbytes/audits_public/blob/master/Yearn Finance/Yearn Vaults V3/Yearn Vaults v.3 Security Audit Report.pdf,https://github.com/yearn/yearn-vaults/tree/e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544/contracts
*/*/*/Trail_of_Bits-OriginDollar,QuillAudits,Yearn Finance-Yoracle.Link,https://github.com/mixbytes/audits_public/blob/master/Yearn Finance/Yoracle.Link/Yearn Finance Yoracle.Link Security Audit Report.pdf,https://github.com/yearn/yoracle.link/tree/faf1309cbe7a05f70b338351315039eb8e5b9c09/contracts
QuillAudits-Yearn Finance-ySwaps,QuillAudits,Yearn Finance-ySwaps,https://github.com/mixbytes/audits_public/blob/master/Yearn Finance/ySwaps/Yearn ySwaps Security Audit Report.pdf,https://github.com/yearn/hardhat-monorepo/tree/ecc0b5147992b34c315e08af170ceb4a5fe071ee/packages/yswaps/contracts
QuillAudits-LTO Network-Token Sale,Cystack,LTO Network-Token Sale,https://github.com/cystack/security-audit-reports/blob/main/smart-contracts/AKRC - v1.1.pdf,Not Found
*/*/openzeppelin-Alpha_Finance_Homora_V2,Cystack,AOC BEP-20 - v1.3,https://github.com/cystack/security-audit-reports/blob/main/smart-contracts/AOC BEP-20 - v1.3.pdf,https://testnet.bscscan.com/address/0x53cB59f3Ee1035daD6b63F88d9150EA70a1f2605#code   https://testnet.bscscan.com/address/0xBc79AE4eFE0259dCA865A0b75f6873d2EB0169A3#code
Cystack-AOC ERC-20 V2 - v1.2,Cystack,AOC ERC-20 V2 - v1.2,https://github.com/cystack/security-audit-reports/blob/main/smart-contracts/AOC ERC-20 V2 - v1.2.pdf,https://rinkeby.etherscan.io/address/0x41cc978FaE6f34B25553A498D1e245FDF944FF3E#code   https://rinkeby.etherscan.io/address/0xb9c5D3030cB15e5a73bBA3c01064Aec201D715d3#code
QuillAudits-DOXY - v1.3,Cystack,DOXY - v1.3,https://github.com/cystack/security-audit-reports/blob/main/smart-contracts/DOXY - v1.3.pdf,https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc9F#code  https://testnet.bscscan.com/address/0xbE0AeBfe70087389a98C72C575A6afa9D5D2dc9F#code  https://bscscan.com/address/0xd6c7fbd02752e41d9b6000193668c16470fefd7d#code
*/BlockSec-blocksec_impossible_finance_swap_v1.2,Cystack,HE - v1.2,https://github.com/cystack/security-audit-reports/blob/main/smart-contracts/HE - v1.2.pdf,https://github.com/HeroesEmpires/heroes-empires-contract/tree/08cc390408d36de4d10ab5f822adf2d842145073/src/contracts
QuillAudits-RICE - v1.2,Cystack,RICE - v1.2,https://github.com/cystack/security-audit-reports/blob/main/smart-contracts/RICE - v1.2.pdf,https://etherscan.io/address/0xBCD515D6C5de70D3A31D999A7FA6a299657De294#code
QuillAudits-VIDB - v1.0,Cystack,VIDB - v1.0,https://github.com/cystack/security-audit-reports/blob/main/smart-contracts/VIDB - v1.0.pdf,https://etherscan.io/address/0xbfce0c7d3ba3a7f7a039521fe371a87bf84baad4#code
*/BlockSec-blocksec_multichain_vemult_v1.0_signed,Ackee_Blockchain,Layer_Zero,https://github.com/LayerZero-Labs/LayerZero/blob/main/audit/Ackee%20Audit%20Report%20-%20LayerZero-2022.03.15.pdf,https://github.com/LayerZero-Labs/LayerZero/tree/a5b266aa54714035314cbe5e451b2ec0db81b552
Ackee_Blockchain-Zunami_protocol,Ackee_Blockchain,Zunami_protocol,https://github.com/ZunamiLab/ZunamiProtocol/blob/main/audit/Zunami%20Audit%20Report%20v1.1.pdf,https://github.com/ZunamiLab/ZunamiProtocol/tree/37dccabf5aa3697dce5eaf6457debb3ac7404fdd
Ackee_Blockchain-GoodGhosting,Ackee_Blockchain,GoodGhosting,https://github.com/Good-Ghosting/goodghosting-protocol-v1/blob/master/docs/audits/ackee-good-ghosting-core-files-audit.pdf,https://github.com/Good-Ghosting/goodghosting-protocol-v1/tree/dfda8d5d5990abb7f352bc9358ac950dce1bd677
*/BlockSec-blocksec_polynetwork_v2.0,Coinbae,SpaceMonkey,https://coinbae.org/media/files/audit_File_VMBi485-1i/SpaceMonkey%20Contracts%20October%202021%20Audit%20by%20Perseus.pdf,https://bscscan.com/address/0x9298f766581650e81357f5C66C91cc003f2b75Aa
Coinbae-TapCoins_Token_Contract,Coinbae,TapCoins_Token_Contract,https://coinbae.org/media/files/audit_File_u7I6E639iX/Tapcoin%20Token%20Contract%20Audit.pdf,https://etherscan.io/address/0x9F599410D207f3D2828a8712e5e543A
*/BlockSec-blocksec_stnd_v1.7_signed,Coinbae,Deus_Finance_Staking_Contracts,https://coinbae.org/media/files/audit_File_vONoVEFkXV/Deus%20Finance%20Staking%20Contracts%20Audit.pdf,https://github.com/deusfinance/staking-contracts/blob/dev/ERC20.sol
Coinbae-Deus_Finance_DEA_Token,Coinbae,Deus_Finance_DEA_Token,https://coinbae.org/media/files/audit_File_B_M9UGod9u/Deus%20Finance%20DEA%20Token%20Audit.pdf,https://github.com/deusfinance/staking-contracts/blob/dev/DEAToken.sol
Coinbae-Hakka_Finance_wHakka,Coinbae,Hakka_Finance_wHakka,https://coinbae.org/media/files/audit_File_aKDD6VFx7l/Hakka%20Finance%20Vault%20contract%20wHakka%20audit.pdf,https://github.com/artistic709/HakkaFinance/blob/master/vault/wHakka.sol
Coinbae-Grumpee.Finance_Token,Coinbae,Grumpee.Finance_Token,https://coinbae.org/media/files/audit_File_trqhk-UgtK/Grumpee.finance%20token%20contract%20Audit.pdf,https://etherscan.io/token/0xdad57280919b81268e13591462fa80ef7d92b10c#readContract
Coinbae-Pud.Fi Strategy_Bacdai,Coinbae,Pud.Fi Strategy_Bacdai,https://coinbae.org/media/files/audit_File_T-kdrpa1QJ/Pud.Fi%20Strategy%20Bacdai%20Contract%20Audit.pdf,https://etherscan.io/address/0x31dfcb1c5df01a27f8b0b5f9cd1585fe92c7970e#code
Coinbae-Pud.Fi Masterchef_Audit,Coinbae,Pud.Fi Masterchef_Audit,https://coinbae.org/media/files/audit_File_VyleVHMi6c/Pud.Fi%20MasterChef%20Contract%20Audit.pdf,https://etherscan.io/address/0x15Bee180BB39eE5c0166E63313C33984376930Db#code
Coinbae-Barnbridge_YieldFarming,Coinbae,Barnbridge_YieldFarming,https://coinbae.org/media/files/audit_File_D7-uV0g7Xx/Barnbridge%20YieldFarming%20Audit%20by%20Coinbae.pdf,https://etherscan.io/address/0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb#code
Coinbae-Barnbridge_YieldFarmLP,Coinbae,Barnbridge_YieldFarmLP,https://coinbae.org/media/files/audit_File_4IvETxt1OB/Barnbridge%20YieldFarmLP%20Pool%20Audit%20by%20Coinbae.pdf,https://etherscan.io/address/0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb#code
Coinbae-Barnbridge_Bond,Coinbae,Barnbridge_Bond,https://coinbae.org/media/files/audit_File_m_xSyMi6ei/Barnbridge%20YieldFarmBond%20Audit%20by%20Coinbae.pdf,https://etherscan.io/address/0x3FdFb07472ea4771E1aD66FD3b87b265Cd4ec112#code
*/Iosiro-Synthetix Vest Tool Smart Contract Audit,Coinbae,Barnbridge_Vault,https://coinbae.org/media/files/audit_File_nXBqLCYTBI/Barnbridge%20Community%20Vault%20Audit%20by%20Coinbae.pdf,https://etherscan.io/token/0x0391d2021f89dc339f60fff84546ea23e337750f?a=0xa3c299eee1998f45c20010276684921ebe6423d9
Coinbae-Barnbridge_Staking_Pool,Coinbae,Barnbridge_Staking_Pool,https://coinbae.org/media/files/audit_File_sBSyZLRNF7/Barnbridge%20Staking%20Pool%20Audit%20by%20Coinbae.pdf,https://etherscan.io/address/0xb0fa2beee3cf36a7ac7e99b885b48538ab364853#code
*/Iosiro-Synthetix Didpha Release Smart Contract Audit,Coinbae,Deus_Finance_Vault,https://coinbae.org/media/files/audit_File_6x5JY82PyC/Deus%20Finance%20Vault%20Audit.pdf,https://github.com/deusfinance/vault-core/blob/main/contracts/Vault.sol
Coinbae-Deus_Finance_Sandtoken,Coinbae,Deus_Finance_Sandtoken,https://coinbae.org/media/files/audit_File_Vv67KcySJw/Deus%20Finance%20Sandtoken%20Audit.pdf,https://etherscan.io/address/0x1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41#code
*/Iosiro-Synthetix Alphard Release Smart Contract Audit,Coinbae,Deus_Finance_DEAStaking,https://coinbae.org/media/files/audit_File_IcoOGFNHeX/Deus%20Finance%20DEAStaking%20Pool%20Audit.pdf,https://etherscan.io/address/0x1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41#code
Runtime_Vеrification-ElementFinance,Runtime_Vеrification,ElementFinance,https://github.com/runtimeverification/publications/blob/main/reports/smart-contracts/ElementFinance.pdf,https://github.com/element-fi/elf-contracts/tree/637c6f959315cbb11a164555e588520c7d89122b
Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report,Runtime_Vеrification,Element_Finance_Governance_Security_Audit_Report,https://github.com/runtimeverification/publications/blob/main/reports/smart-contracts/Element_Finance_Governance_Security_Audit_Report.pdf,https://github.com/element-fi/council/tree/3d751c959b42573c78ccd0bccbc80424bf6d9a90
Runtime_Vеrification-GnosisSafe,Runtime_Vеrification,GnosisSafe,https://github.com/runtimeverification/publications/blob/main/reports/smart-contracts/GnosisSafe.pdf,https://github.com/ethereum/EIPs/blob/master/EIPS/eip-1271.mdhttps://github.com/safe-global/safe-contracts/releases/tag/v0.1.0
*/Iosiro-Synthetix Menkalinan Release Smart Contract Audit,Runtime_Vеrification,StakeWise,https://github.com/runtimeverification/publications/blob/main/reports/smart-contracts/StakeWise.pdf,https://github.com/stakewise/contracts/tree/19da824f44079c2b94c8cca84de77f5bdf3f0e54
Runtime_Vеrification-Stakefish_BatchDeposit,Runtime_Vеrification,Stakefish_BatchDeposit,https://github.com/runtimeverification/publications/blob/main/reports/smart-contracts/Stakefish-BatchDeposit.pdf,https://github.com/stakefish/eth2-batch-deposit/blob/a4912b2d839305da8447b7cec6b2f09238b90e37/contracts/BatchDeposits.sol
*/*/*/Trail_of_Bits-PerpetualProtocolV2,Runtime_Vеrification,Tracer_Perpetual_Pools_V2,https://github.com/runtimeverification/publications/blob/main/reports/smart-contracts/Tracer-Perpetual-Pools-V2.pdf,https://github.com/tracer-protocol/perpetual-pools-contracts/commit/846bbf62652d7c83aee1cf3766275c4d08b00c8a (Perpetual Pools Contract)；https://github.com/tracer-protocol/vesting/commit/a02cbd5e73e629b5d80c0af0202a3ee6f18d0216 (Vesting Contract)
*/Iosiro-Synthetix Kaus Release Smart Contract Audit,Runtime_Vеrification,stakefish_ethereum_staking_audit_report,https://github.com/runtimeverification/publications/blob/main/reports/smart-contracts/stakefish-ethereum-staking-audit-report.pdf,https://github.com/stakefish/eth2-validation-services-contract/commit/d91928f3a270f6115831fe3a21a69eb98bf57b26；https://github.com/stakefish/eth2-validation-services-contract/commit/0e964a40f69cfa7d56f124efe694b5e55410ed5b
HAECHI_AUDIT-Badger,HAECHI_AUDIT,Badger,https://docs.google.com/document/d/1zmVa39r1nLJWnX_J6jDcB4LPineA3bOHGp7DEm1fOac/edit,https://github.com/badger-finance/badger-system/tree/537ef9c44196893cb9760beca2dcc501952e9a4a
*/*/*/Trail_of_Bits-Primitive,HAECHI_AUDIT,Pickle_Finance,https://docs.google.com/document/d/1tToSRZqykpq7lQUOmH2l3lrUaK--Y7llbatqKsj-CVY/edit,https://github.com/pickle-finance/protocol/tree/9b0f330a16bc35c964211feae3b335ab398c01b6
*/Iosiro-Thales Airdrop and Staking Smart Contract Audit,HAECHI_AUDIT,Fractional,https://docs.google.com/document/d/1P8cEM_J2Re7fswGFCvm1e9E3sNaiKTfh7y4hoi3d9lo/edit,https://github.com/fractional-company/contracts/tree/37f9428fe9a5596c93ed9dfccb7be41afc0646ee
*/Iosiro-Synthetix Mirfak Release Smart Contract Audit,HAECHI_AUDIT,Lixir,https://docs.google.com/document/d/1MsMw1wbd9qPAq2J2UH09zGDwzb-hfyRolyngaCv2quI/edit,https://github.com/Lixir-Team/lixir-contracts/tree/1423c9d8112f103d782bec2bff0558c6be1ca4cc
*/Iosiro-SNX FlashBurn Smart Contract Audit,HAECHI_AUDIT,Stacker_Venture,https://docs.google.com/document/d/1Vv2WQqG4Bztw4auCUrIuOEMYIgrcc67A0-HWIm5Injk/edit,https://github.com/jack0x-tech/StackerVC_VentureFund001/tree/fund-2
HAECHI_AUDIT-Eco_Defi,HAECHI_AUDIT,Eco_Defi,https://docs.google.com/document/d/1RsYFFIQGpPNpRewqHUj5YbLl4iF4r9FpRql4MNGR_3A/edit,https://etherscan.io/address/0x0106a1122fe94a9cf151097c1fe17229ec78ffad#code
HAECHI_AUDIT-MetaSpace,HAECHI_AUDIT,MetaSpace,https://docs.google.com/document/d/1nDdiZNChW8U4x_9leWgca3fbr7phDJw4h6Md_p1QxV4/edit,https://gitlab.com/mspace.ai/mspace-swap/tree/affa1ee7c5b7eafec47f92f05955f3b3d285e69b
PeckShield-DIP001,PeckShield,DIP001,https://github.com/peckshield/publications/blob/master/audit_reports/DIP001_audit_report_2020_03_en_1_0.pdf,https://github.com/dforce-network/DIP001/tree/audit
PeckShield-AaveV3,PeckShield,AaveV3,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-AaveV3-v1.0.pdf,https://github.com/aave/aave-v3-core/tree/14f6148
PeckShield-AirSwap,PeckShield,AirSwap,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-AirSwap-v1.0.pdf,https://github.com/airswap/airswap-protocols/tree/ac62b71
PeckShield-Arche,PeckShield,Arche,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Arche-v1.0.pdf,https://github.com/Archenetwork/Arche_v1.0_Eros/tree/909f35e
PeckShield-AstridDAO,PeckShield,AstridDAO,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-AstridDAO-v1.0.pdf,https://github.com/AstridDao/contracts
PeckShield-Atlantis,PeckShield,Atlantis,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Atlantis-v1.0.pdf,https://github.com/atlantis-loans/atlantis-protocol-bsc/tree/766aceb
*/*/openzeppelin-UMA,PeckShield,BNPL,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-BNPL-v1.0.pdf,https://github.com/BNPLPayTech/BNPL/tree/c01128a
*/Iosiro-Synthetix Alnitak Release Smart Contract Audit,PeckShield,BabySwap,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-BabySwap-v1.0.pdf,https://github.com/babyswap/baby-swap-contract/tree/cac289b
*/Iosiro-Synthetix Aloith Release Smart Contract Audit,PeckShield,Buffer,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Buffer-v1.0.pdf,https://github.com/Buffer-Finance/Buffer-Protocol/tree/1c648bb
PeckShield-COGI,PeckShield,COGI,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-COGI-v1.0.pdf,https://github.com/COGI-Technology/cogi_contracts/tree/c5dc614
PeckShield-COIN98,PeckShield,COIN98,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-COIN98-v1.0.pdf,https://etherscan.io/address/0x0ece57a677d5e72d1ad45774239e23463cf1d743#code
*/*/openzeppelin-Notional,PeckShield,Convex_Frax,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Convex-Frax-Staking-v1.0.pdf,https://github.com/convex-eth/frax-cvx-platform/tree/2f8573e
PeckShield-CryptoHeroes,PeckShield,CryptoHeroes,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-CryptoHeroes-1.0.pdf,https://github.com/heroescrypto/cryptoheroes/tree/6cb0eaf
*/*/*/Trail_of_Bits-RocketPool,PeckShield,CryptoZoan,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-CryptoZoan-v1.0.pdf,https://bscscan.com/address/0x51d7e502204043432884977976263aca4ef23f09
PeckShield-DSG,PeckShield,DSG,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-DSG-v1.0.pdf,https://github.com/Dinosaur-eggs/core/tree/6f607f7
PeckShield-DaoMakerVentureYield,PeckShield,DaoMakerVentureYield,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-DarkCrypto-v1.0.pdf,https://github.com/daomaker/dao-staking/tree/e216282
PeckShield-DarkCrypto,PeckShield,DarkCrypto,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-DarkCrypto-v1.0.pdf,https://github.com/darkcryptofinance/darkcrypto-contracts/tree/fee5be8
*/Iosiro-Synthetix Shaula Release Smart Contract Audit,PeckShield,Donut,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Donut-v1.0.pdf,https://github.com/donutcrypto/crossroad/tree/550a8c3
PeckShield-Double,PeckShield,Double,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Double-v1.1.pdf,https://github.com/emojidao/double-contract/tree/5489c06
PeckShield-Duet_Bond,PeckShield,Duet_Bond,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Duet-Bond-v1.0.pdf,https://github.com/duet-protocol/duet-bond-contract/tree/549f7d3
PeckShield-Duet,PeckShield,Duet,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Duet-v1.0.pdf,https://github.com/duet-protocol/duet-collateral-contracts/tree/92452da
PeckShield-ERC20_AGRO,PeckShield,ERC20_AGRO,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-ERC20-AGRO-1.0.pdf,https://bscscan.com/address/0x39cc67690d0f2d4acd68d3d9b612a80d780b84c0#code
PeckShield-ERC20_FAT,PeckShield,ERC20_FAT,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-ERC20-FAT-v1.0.pdf,https://bscscan.com/address/0x73280e2951785f17acc6cb2a1d0c4d65031d54b3#code
*/Iosiro-Synthetix Fomalhaut Release Smart Contract Audit,PeckShield,ERC20_LuckyChip,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-ERC20-LuckyChip-v1.0.pdf,https://github.com/luckychip-io/core/blob/master/contracts/token/LCToken.sol
PeckShield-FarmHero,PeckShield,FarmHero,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-FarmHero-v1.0.pdf,https://github.com/farmhero/polygon-core/tree/72130b4
*/*/*/Trail_of_Bits-SeaportProtocol,PeckShield,Hegic(v8888),https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Hegic(v8888)-v1.0.pdf,https://github.com/hegic/Hegic-v8888/tree/2dcd44d
PeckShield-Hegic_HardCore_Beta,PeckShield,Hegic_HardCore_Beta,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Hegic-HardCore-Beta-v1.0.pdf,https://github.com/hegic/hegic-hardcore-beta/tree/e22e6f6
PeckShield-Holdefi,PeckShield,Holdefi,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Holdefi-v1.0.pdf,https://github.com/holdefi/Holdefi/tree/5a1e6e0
PeckShield-HoneyFarm1.01,PeckShield,HoneyFarm1.01,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-HoneyFarm-v1.0.1.pdf,https://github.com/RenovJ/honeyfarm-contracts/tree/c6bc0f0
PeckShield-IronLend,PeckShield,IronLend,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-IronLend-v1.0.pdf,https://github.com/IronFinance/iron-lend/tree/f9a6698
PeckShield-Kalmar,PeckShield,Kalmar,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Kalmar-v1.0.pdf,https://github.com/kalmar-io/leverage-yield-contracts/tree/ad08aef
*/Iosiro-CHAINSQUARE Smart Contract Audit,PeckShield,KaoyaSwap,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-KaoyaSwap-v1.0.pdf,https://github.com/kaoya1125/contracts/tree/8273073
PeckShield-LensProtocol,PeckShield,LensProtocol,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-LensProtocol-v1.0.pdf,https://github.com/aave/lens-protocol/tree/dd137b2
*/Iosiro-FLUX Token Smart Contract Audit,PeckShield,LuckyChip,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-LuckyChip-v1.0.pdf,https://github.com/luckychip-io/dice/blob/master/contracts/Dice.sol
PeckShield-LuckyToken,PeckShield,LuckyToken,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-LuckyToken-v1.0.pdf,https://github.com/LuckyLionIO/Lucky-Token/tree/c9deec5
PeckShield-Metatime,PeckShield,Metatime,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Metatime-v1.0.pdf,https://github.com/MetatimeSocial/metatime/tree/6fd2d5b
PeckShield-MilkySwap,PeckShield,MilkySwap,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-MilkySwap-v1.0.pdf,https://github.com/milkyswap/milkyswap/tree/59f163e
PeckShield-OlympusDAO,PeckShield,OlympusDAO,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-OlympusDAO-v1.0.pdf,https://github.com/OlympusDAO/olympus-contracts/tree/cdd4afe
PeckShield-OneSwap,PeckShield,OneSwap,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-OneSwap-v1.0.pdf,https://github.com/oneswap/oneswap_contract_ethereum/tree/4194ac1
*/*/openzeppelin-Endaoment,PeckShield,OpenLeverage1.0,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-OpenLeverage-v1.0.pdf,https://github.com/OpenLeverageDev/openleverage-contracts/tree/e31d971
PeckShield-Pandora,PeckShield,Pandora,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Pandora-v1.0.pdf,https://github.com/PandoraDigital/smart-contract/tree/d0aa319
*/Iosiro-KOK Token Smart Contract Audit,PeckShield,PikaPerpV2,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-PikaPerpV2-v1.0.pdf,https://github.com/PikaProtocol/PikaPerpV2/tree/4a0965f
PeckShield-Plexus,PeckShield,Plexus,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Plexus-v1.0.pdf,https://github.com/stimuluspackage/PlexusContracts/tree/f7e8196
*/*/openzeppelin-Audius_Contracts,PeckShield,PlutosNetworkv3,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-PlutosNetworkv3-v1.0.pdf,https://gitlab.com/asresearch/plutos-virtual-trade/tree/e7acfbe
*/Iosiro-Synthetix Phase 2 Smart Contract Audit,PeckShield,PlutosV1,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-PlutosV1-v1.0.pdf,https://gitlab.com/asresearch/plutos-eth-contract/tree/0777815
PeckShield-Qubit,PeckShield,Qubit,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Qubit-v1.0.pdf,https://github.com/PancakeBunny-finance/qubit-finance/tree/f37f63c
PeckShield-Rikkei,PeckShield,Rikkei,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Rikkei-v1.0.pdf,https://github.com/rikkei-finance/rifi-protocol/tree/b33243f
PeckShield-ShibaNova,PeckShield,ShibaNova,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-ShibaNova-v1.0.pdf,https://github.com/ShibaNova/Contracts/tree/b6b1ce1
*/Iosiro-ixo Smart Contract Audit,PeckShield,Spherium,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Spherium-v1.0.pdf,https://ropsten.etherscan.io/address/0xc476195aafc17fea2b94b67ee53450390a21026a#code
*/*/openzeppelin-ACO_Protocol,PeckShield,StackerVC,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-StackerVC-v1.0.pdf,https://github.com/jack0x-tech/StackerVC_VentureFund001/tree/3cfb98b
*/Iosiro-Cloudbric Crowdsale Smart Contract Audit,PeckShield,SushiSwap,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-SushiSwap-v1.0.pdf,https://github.com/sushiswap/sushiswap/tree/180bc9b
PeckShield-Swerve,PeckShield,Swerve,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Swerve-v1.0.pdf,https://github.com/SwerveFinance/SwerveContracts/tree/487b410
PeckShield-Tranchessv1.0,PeckShield,Tranchessv1.0,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Tranchess-v1.0.pdf,https://github.com/tranchess/contract-core/tree/5ac3d99
*/Iosiro-AMO Crowdsale Smart Contract Audit,PeckShield,TranchessV1.1,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-TranchessV1.1-v1.0.pdf,https://github.com/tranchess/contract-core/tree/68a8635
PeckShield-TranchessV2,PeckShield,TranchessV2,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-TranchessV2-v1.0.pdf,https://github.com/tranchess/contract-core/tree/6876889
PeckShield-VeChain,PeckShield,VeChain,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-VeChain-v1.0.pdf,https://github.com/VeChainDEXCode/vvet/tree/818fa11
*/Iosiro-Dala Crowdsale Smart Contract Audit,PeckShield,Venus,https://github.com/peckshield/publications/blob/master/audit_reports/PeckShield-Audit-Report-Venus-v1.0.pdf,https://github.com/VenusProtocol/venus-protocol/tree/48c7400
PeckShield-USR,PeckShield,USR,https://github.com/peckshield/publications/blob/master/audit_reports/USR_audit_report_2020_05_en_1_0.pdf,https://github.com/dforce-network/USR/tree/05cfe29
PeckShield-XSwap,PeckShield,XSwap,https://github.com/peckshield/publications/blob/master/audit_reports/XSwap_audit_report_2020_06_en_1_0.pdf,https://github.com/dforce-network/xswap/tree/326a324
PeckShield-dodo,PeckShield,dodo,https://github.com/peckshield/publications/blob/master/audit_reports/dodo_audit_report_2020_16_en_1_0.pdf,https://github.com/radar-bear/dodo-smart-contract/tree/d749640
*/Hacken-Hyksos,PeckShield,btdotfinance,https://github.com/peckshield/publications/blob/master/audit_reports/peckshield-audit-report-btdotfinance-v1.0.pdf,https://github.com/btdotfinance/bt-finance/tree/6300bc1
*/Hacken-VYNKSAFE,PeckShield,starkex,https://github.com/peckshield/publications/blob/master/audit_reports/starkex_audit_report_2019_29_en_1_0.pdf,https://github.com/starkware-libs/starkex-contracts/tree/d6bde00
*/Hacken-Game of Silks,Blockchain Labs NZ,Beam,https://github.com/BlockchainLabsNZ/beam-contracts-audit/tree/audit/audit/readme.md,https://gitlab.com/hubbleland-public/beam/-/tree/11b086ca757f1612cd67c1bf6d7ab470591676b1
*/Hacken-The Next War,Blockchain Labs NZ,BitHero,https://github.com/BlockchainLabsNZ/BitHeroToken/tree/audit/audit/readme.md,https://github.com/BlockchainLabsNZ/BitHeroToken
